Date,Country/Location,Rating,Author,Title,Body,Image links,Image Video Links,Verified Purchase,URL,Helpful count,Variation information,Styles
04/29/2023,United States,1,DJ,lid sticks,"bought this in January - 4 months later - the lid is so hard to get off, I'm buying a different blender and donating this to goodwill.",,,TRUE,https://www.amazon.com/gp/customer-reviews/R3SSH6N3Y8RGP7/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00EI7DPI0,0,,
04/29/2023,United States,3,Andres Taboada-Sanchez,Emergency blender,"It’s an ok blender , gets the job done. Would I buy it again , probably no.",,,TRUE,https://www.amazon.com/gp/customer-reviews/R1HPHVRB4GZDD5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00EI7DPI0,0,,
04/29/2023,United States,5,Sherry Hernandez,As expected and Better than others!,"I had this exact blender, but it had broke. So I thought 🤔 I would spend a little more to buy a better blender. Well... I purchased a blender here said it was a professional with 6 blades, It only had 4 blades and smelt like it was going to burn up. Ireturned it and purchased another one. I ended up returning that one too! It was junk! For the money I was spending on those blenders, I expected them to be better than this Hamilton Beach. I was wrong! I saved me some $ and just purchased this Hamilton Beach that I had already owned in the past and am a Happy person!The only thing I use my blender for is smoothies with frozen fruit.",,,TRUE,https://www.amazon.com/gp/customer-reviews/RUKNT02ED6C9D/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00EI7DPI0,2,,
04/28/2023,United States,2,christina g.,Not great,Doesnt chop up very well. Have to shake the entire thing to get the ingredients to mix and it still doesnt do the best job.,,,TRUE,https://www.amazon.com/gp/customer-reviews/R2GWOBV441KOGQ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00EI7DPI0,0,,
04/27/2023,United States,1,clinton fox,Dead on Arrival,Received the blender and it was broken right out of the box. Motor would not turn on. Dead on arrival. I won’t be replacing it with the same unit! China!,,,TRUE,https://www.amazon.com/gp/customer-reviews/R18RPCUKIO73RD/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00EI7DPI0,0,,
04/27/2023,United States,2,Madison King,2 stars,Barely works blades suck spend the extra couple dollars and get a good blender. You have to hold down the top too it will fly off,,,TRUE,https://www.amazon.com/gp/customer-reviews/R3MRMQWLXT7K3F/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00EI7DPI0,0,,
04/27/2023,United States,4,Jutia,Lid is difficult to remove,It was really well. Easy to clean glass. The lid is a pain to remove.,,,TRUE,https://www.amazon.com/gp/customer-reviews/R19VQSOGA1O4IO/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00EI7DPI0,0,,
04/27/2023,United States,1,Amazon Customer,Nothing,I didn't like it I send them back I hope you give me credit for that,,,TRUE,https://www.amazon.com/gp/customer-reviews/RRF4R21D0YQW4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00EI7DPI0,0,,
04/26/2023,United States,5,Amazon Customer,"Great Blender, Value for Money","We have been using this blender for few months now.Apart from making smoothies, shakes, this blender can also be used for idli batter, dosa batter, moong dal dosa batter, chutneys, lassi, etc. Good alternative for an Indian Mixer, Grinder at a low price. Hope it works the same for a longer period of time!",,,TRUE,https://www.amazon.com/gp/customer-reviews/R3PRQH3MWFMWLJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00EI7DPI0,0,,
04/26/2023,United States,5,Anne Christensen,Works great,Mixes up my frozen Daily Harvest smoothies just fine. Easy to clean.,,,TRUE,https://www.amazon.com/gp/customer-reviews/R315T6193S6DUX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00EI7DPI0,0,,
04/26/2023,United States,5,Amazon Customer,Great product!,This blender works perfectly. It is not very loud and fits perfectly into the space I allowed it for it.,,,TRUE,https://www.amazon.com/gp/customer-reviews/R2K1Z4QZ3GZ064/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00EI7DPI0,0,,
04/25/2023,United States,1,rudyd,Hamilton Beach Power Blender,It stopped working 5 days after 30 day guarantee expired. I threw it out.,,,TRUE,https://www.amazon.com/gp/customer-reviews/R9JOCW77KIMWR/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00EI7DPI0,0,,
04/25/2023,United States,3,Jessica Martin,If your up for a challenge,"After carefully considering options and reading reviews I picked this blender. Things to know:It’s loud! So loud I don’t use it in the kitchen. I shut it in a side room when operating because it hurts everyone’s ears.I have only used it for smoothies. But it’s a challenge. No matter the order I add ingredients it struggles to break down the fresh celery, or frozen strawberries. Making it run much longer than my last blender.The lid is very difficult to remove. I saw this in other reviews and worried; they were right be prepared to put some elbow into it.Positives:it works, just be patient and maybe add more liquid than your used to.It’s price is low.Easy to clean.In all I would not buy it again as I’m a heavy blender user and find it annoying to listen to and to operate. I’m not sure it will last due to the struggle it has daily. My last blender I had for 20 years. It was disappointed when the motor gave. I’m shopping for another blender now with the hope to find something useful.",,,TRUE,https://www.amazon.com/gp/customer-reviews/R2ZIS5EFIFGCE5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00EI7DPI0,1,,
04/24/2023,United States,1,lance mcclaskie,Not good at all,I couldn’t even get this thing to blend up frozen bananas seriously it’s all plastic it’s absolute garbage,,,TRUE,https://www.amazon.com/gp/customer-reviews/R26LNNEX4OM1Z4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00EI7DPI0,0,,
04/24/2023,United States,1,Tianna,Poor quality,Only blends the bottom 2 inches or so.,,,TRUE,https://www.amazon.com/gp/customer-reviews/RN92JFIBLAFTB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00EI7DPI0,0,,
04/24/2023,United States,2,Jennifer Diener,Will die after a year of use,Worked well at first but slowly started to get slower and slower after each use and it wasn’t used on a daily basis. Literally had it a year. Not worth the money,,,TRUE,https://www.amazon.com/gp/customer-reviews/R1KR3X39WOKSQ0/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00EI7DPI0,0,,
04/23/2023,United States,1,Ackelie Burrell,Thrash product,This product only last one blend and it never work after that.,,,TRUE,https://www.amazon.com/gp/customer-reviews/RYZINBHT22XLR/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00EI7DPI0,0,,
04/23/2023,United States,5,Megan,A,Great for smoothies,,,TRUE,https://www.amazon.com/gp/customer-reviews/R2USVL84P0RKCZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00EI7DPI0,0,,
04/23/2023,United States,3,christopher mooney,Unbelievably noisy,I live in an apartment and literally can’t use this because it sounds like a lawnmower. Such a shame because it works fine otherwise.,,,TRUE,https://www.amazon.com/gp/customer-reviews/R1WETAEH2MY7V0/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00EI7DPI0,0,,
04/23/2023,United States,2,Brandon,Will not crush ice,Not enough power,,,TRUE,https://www.amazon.com/gp/customer-reviews/R2WBGKHNFSP3QB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00EI7DPI0,0,,
04/23/2023,United States,2,Kayla,Waste of money,Spend a little more money and get something better. This doesn’t do a very good job blending at all. Disappointed,,,TRUE,https://www.amazon.com/gp/customer-reviews/R1MD53L1VMMGXR/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00EI7DPI0,0,,
04/23/2023,United States,5,I love it very much thank you so much,It works better than the old one I had,It's faster than the one I had I love it thank you so much 🤗🫶🫶,,,TRUE,https://www.amazon.com/gp/customer-reviews/RTT6XH1A7ZWDW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00EI7DPI0,0,,
04/22/2023,United States,1,Anabel,Do not buy!,"This blender absolutely sucks! I got it to make smoothies, salsa ect. I can’t even make a smoothie in it. No blending strength‼️ one of the worst online purchases I’ve made and I just got this blender a week ago. Please do not waste your money on this blender and for the people selling it shame on you.",,,TRUE,https://www.amazon.com/gp/customer-reviews/R1PZILIUEY3WI1/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00EI7DPI0,0,,
04/20/2023,United States,5,Craig,New model,New wave action inside and the perfect size,,,TRUE,https://www.amazon.com/gp/customer-reviews/RWM4WSCH925ZD/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00EI7DPI0,0,,
04/20/2023,United States,1,Elizabeth Binder,The worst blender ever :(,"I bought this blender because my boyfriend has a basic Hamilton Beach blender he bought on Amazon a couple of years ago that works great. This one cost slightly more than that one did, so I figured they would be on par as far as quality goes. Boy was I wrong. It's so noisy, it literally hurts my ears and I have to leave the kitchen while it blends. The lid is so difficult to remove, you have to wrestle it off, and its not easy to clean the crevices. It also blends poorly, it couldn't handle cauliflower, banana, or lettuce. I had to cycle through the buttons to get the food moving, even with ample liquid. Just a bad blender all around. Regretfully my return window passed before I decided it was intolerable, so I'm on here to buy a another blender and will throw this one in the trash.",https://m.media-amazon.com/images/I/61k1LhIwLoL._SY1600.jpg,,TRUE,https://www.amazon.com/gp/customer-reviews/R26DD1AJQ38V7Z/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00EI7DPI0,1,,
04/19/2023,United States,5,diane,LOVE IT!!,LOVE IT!!,,,TRUE,https://www.amazon.com/gp/customer-reviews/R3OTGSHQNB41NG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00EI7DPI0,0,,
04/19/2023,United States,5,Kindle Customer,Family,It's great for making smoothies 😋 👌 ☺️,,,TRUE,https://www.amazon.com/gp/customer-reviews/R2NK7P4EG5MID5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00EI7DPI0,0,,
04/18/2023,United States,1,Katarzyna,No,Blade broke after month of using couldn’t replace it,,,TRUE,https://www.amazon.com/gp/customer-reviews/R1ZXANA76IDD97/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00EI7DPI0,0,,
04/18/2023,United States,1,Carla,It's comes with a lid that does not fit,Does not blend well,,,TRUE,https://www.amazon.com/gp/customer-reviews/R9090S0WJZKRO/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00EI7DPI0,0,,
04/18/2023,United States,1,Tolga Ayan,It doesn't do the job!,"I bought this product based on its' relatively low price point but it turned out to be an item that will stay on the basement anymore! (I procrastinated the return process and now I learned that I missed it with a couple of days) Well, unfortunately I need to buy another which will do the job properly. My 35$ is gone, but I decided to save my fellow shoppers from doing the same mistake 😊The problem with this one is small blades. I make milk shake in the mornings as my breakfast but these small blades even can't cut banana into small pieces (I was putting walnuts into the mixture but after the poor performance of this blender, I totally gave up on my walnut touch on the milkshake). I don't know what is the point of having a blender if it can't even a banana. Another problem is the top of the blender. It is hard to put on, hard to take off. I don't recommend this product.",,,TRUE,https://www.amazon.com/gp/customer-reviews/R3MOSBZVFI4AF3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00EI7DPI0,1,,
04/17/2023,United States,5,Ronald,Perfect,Nice blender,,,TRUE,https://www.amazon.com/gp/customer-reviews/RB3WMIXB20ZMT/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00EI7DPI0,0,,
04/16/2023,United States,5,angel,Excellent,Excellent,,,TRUE,https://www.amazon.com/gp/customer-reviews/RYYSH6GVY9MNN/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00EI7DPI0,0,,
04/16/2023,United States,5,Nicholas Williams,Noisy But Useful,Obviously it's a blender so it's noisy and its a little difficult to clean anything under the blades but it does work very well.,,,TRUE,https://www.amazon.com/gp/customer-reviews/R2IL7IZ2INMUZD/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00EI7DPI0,0,,
04/15/2023,United States,1,Lola McClane,Disappointment,"I use this for my morning smoothie. Unless I run it for an extended period of time, the raisins and dates don’t get blended. Also, there’s a groove around the bottom at the base and it collects food particles that won’t rinse out. I have to use a toothpick to clean it out. I do like the way the lid fits tightly",,,TRUE,https://www.amazon.com/gp/customer-reviews/R35TR8ZVH9CRW7/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00EI7DPI0,0,,
04/14/2023,United States,5,Riad,Very good,Very good and excellent 👏 👌,,,TRUE,https://www.amazon.com/gp/customer-reviews/R2HXIYFI78NGZ9/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00EI7DPI0,0,,
04/14/2023,United States,1,Christine Joy Arceo,Waste of money,"Didn’t even last a month. Bottom part of glass jar chipped causing liquid to leak, so it’s basically useless now. Tried to buy just the jar from Hamilton’s website and cost almost as much as a new blender. Waste of money.",,,TRUE,https://www.amazon.com/gp/customer-reviews/R1ZZLEZIP5KL9/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00EI7DPI0,0,,
04/12/2023,United States,3,Miz Donges,"Doesnt blend fast, gotta stir between blends","This blender is extremely loud, thats the first thing you should know. It struggles a bit to blend but as long as you dont mind stirring it a few times during blending it can get the job done. If you want an easy one and done blend blender than this one isnt the one for you. But if you dont mind reblending a few times to get a blender thats a bit cheaper than this one works fine. The base doesnt get hot and the glass blending container is nice.",,,TRUE,https://www.amazon.com/gp/customer-reviews/R5PJ04DPKFGBE/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00EI7DPI0,1,,
04/12/2023,United States,5,Grimm,Does the job well,"My (comparable) Black& Decker blender burned up. This one's doing a great job, so far.",,,TRUE,https://www.amazon.com/gp/customer-reviews/R1EK1329ATL6PP/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00EI7DPI0,0,,
04/12/2023,United States,1,Sarah A.,Save your money,"All I tried to blend was some celery, cucumber and a pear with some coconut water and I had to take everything out and put one piece in at a time. And yes, I cut everything up prior to blending. Lid is also made of cheap plastic.",,,TRUE,https://www.amazon.com/gp/customer-reviews/R3TUSQJMCQ5CIR/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00EI7DPI0,0,,
04/09/2023,United States,1,Ryan fresen,Horrible,Worst product. Don’t waste your money. Doesnt blend anything. Price of junk,,,TRUE,https://www.amazon.com/gp/customer-reviews/R1K91RCZRWUGWM/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00EI7DPI0,0,,
04/09/2023,United States,5,Kay,YUP,Great blender!!,,,TRUE,https://www.amazon.com/gp/customer-reviews/R2V28D1KYZN3K4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00EI7DPI0,1,,
04/08/2023,United States,3,Gary Eickmeier,Not as smooth as I had hoped,"The noise is annoying, but I could live with it if the lid was easier to get off once the shake is done. It pushes on - really tightly - and to get it off you need to just keep pushing and prying and trying new techniques until something happens and it comes loose. NOT the most pleasant blender to use.",,,TRUE,https://www.amazon.com/gp/customer-reviews/R2KZIAOLUAJI6I/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00EI7DPI0,0,,
04/08/2023,United States,5,Matin Shahab,Nice,Since two years working,,,TRUE,https://www.amazon.com/gp/customer-reviews/R3HK6IKNLT9EDK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00EI7DPI0,0,,
04/07/2023,United States,5,craig a sladkey,Great,Works good,,,TRUE,https://www.amazon.com/gp/customer-reviews/R2DC3Y8D805S8Q/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00EI7DPI0,0,,
04/07/2023,United States,5,Amazon Customer,Amazing,"I LOVE IT, NICE BLENDER.",,,TRUE,https://www.amazon.com/gp/customer-reviews/R1Z9DFFPR821NO/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00EI7DPI0,0,,
04/06/2023,United States,1,Bryan Collins,will NOT puree ANYTHING,"have attempted to puree a few different things (carrot, cooked celery root, cooked peas) --- creates a hole and no food is sucked in to be chopped/puree'dWAS going to try to make a milkshake with it, but opted to buy a different blender",,,TRUE,https://www.amazon.com/gp/customer-reviews/R24RJPW0D3THZI/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00EI7DPI0,0,,
04/06/2023,United States,5,Timothy Mac Cord,Awesome,Works great. Right out of the box awesome.,,,TRUE,https://www.amazon.com/gp/customer-reviews/R3DHE6R57GOS12/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00EI7DPI0,0,,
04/05/2023,United States,1,DJLucky777,Does not work after only 45 days,"15 days out of warranty, or return. Will not work, no noise. The 90 day Amazon support does not cover does not work. Clicking on manufacturer or Amazon support gets no where, no where to click does not work need replacement. But will remind you no returns after 30 days.",,,TRUE,https://www.amazon.com/gp/customer-reviews/R16HQAKEHIMN9D/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00EI7DPI0,0,,
04/05/2023,United States,2,Daria,Not the best,"The lid doesn’t fit right and once you get it on, it’s super hard to get off. It won’t blend most things unless you put a lot of liquid in it. It also doesn’t blend things smoothly, more gritty than smooth",,,TRUE,https://www.amazon.com/gp/customer-reviews/R3IAPFJU3SB04A/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00EI7DPI0,0,,
04/05/2023,United States,4,Dijon Stovall,Works and durable,Blends well,,,TRUE,https://www.amazon.com/gp/customer-reviews/R1LG8SZVN2CWPV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00EI7DPI0,0,,
04/04/2023,United States,5,Edward Salsbury,i like this,i like this,,,TRUE,https://www.amazon.com/gp/customer-reviews/RET7PO9WCDL9X/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00EI7DPI0,0,,
04/04/2023,United States,1,La,Not a good product,It leaked everywhere and the juice that did come out was like a purée and didn’t receive all items. Will be returning,"https://m.media-amazon.com/images/I/710A2fGyl7L._SY1600.jpg, https://m.media-amazon.com/images/I/71chzfoWn5L._SY1600.jpg, https://m.media-amazon.com/images/I/71xWDoz0WgL._SY1600.jpg, https://m.media-amazon.com/images/I/81Q1BVj96cL._SY1600.jpg",,TRUE,https://www.amazon.com/gp/customer-reviews/R1VNWH0STHDD1K/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00EI7DPI0,0,,
