Date,Country/Location,Rating,Author,Title,Body,Image links,Image Video Links,Verified Purchase,URL,Helpful count,Variation information,Styles,
05/02/2023,United States,5,Susan Hanenberg,i love my blender,nothing,,,TRUE,https://www.amazon.com/gp/customer-reviews/R1R05FG58F3IS1/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,0,B0081PTLGU,Color: Stainless Steel | Style: Blender,
05/01/2023,United States,3,J.A.,Not the best,"I have only used the blender a couple of times to make smoothies. My fault the first time, I didn’t use a good setting. Second time tried a higher setting, still larger chucks of fruit than I like. It also stands very tall with the lid on. Wish my old blender hadn’t quit! Disappointed!",,,TRUE,https://www.amazon.com/gp/customer-reviews/R12A9QEI8G5YMW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,0,B0081PTLGU,Color: Stainless Steel | Style: Blender,
05/01/2023,United States,5,LA,Best Blender,This is the perfect blender for protein shakes. It's quite powerful. For the money there is no better purchase!,,,TRUE,https://www.amazon.com/gp/customer-reviews/R1HXHJ8EVAXLTE/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,0,B0081PTLGU,Color: Stainless Steel | Style: Blender,
04/30/2023,United States,2,Lisette,Worked less than 6 months,Plastic piece at base responsible for spinning action worn down. It cannot grip the blade attachment to spin any longer.,,,TRUE,https://www.amazon.com/gp/customer-reviews/R2HYC6X6QGDJWF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,0,B0081PTLGU,Color: Stainless Steel | Style: Blender,
04/29/2023,United States,4,Tanner,Awesome!,Great blender for the price!,,,TRUE,https://www.amazon.com/gp/customer-reviews/RGWZFWGTGGEPN/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,0,B0081PTLGU,Color: Stainless Steel | Style: Blender,
04/29/2023,United States,1,Nkunde,Broken bottom,"The media could not be loaded.
  
  
  
  
  
  
  
  
 

 

 

 

 

 

 

 

  
  
   Received the product and a little piece of it was broken","https://m.media-amazon.com/images/I/51EKO5tdAHL._SY1600.jpg, https://m.media-amazon.com/images/I/51rLBSmnrHL._SY1600.jpg, https://m.media-amazon.com/images/I/51zf1sBhb3L._SY1600.jpg, https://m.media-amazon.com/images/I/619CRW18QRL._SY1600.jpg",,TRUE,https://www.amazon.com/gp/customer-reviews/RO36PCRRQI9KS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,0,B0081PTLGU,Color: Stainless Steel | Style: Blender,
04/28/2023,United States,1,Amazon Customer,"Terrible, too loud",This machine cannot even get the basic job done and is very loud. Not worth buying.,,,TRUE,https://www.amazon.com/gp/customer-reviews/R2R2BP8GPJVPP0/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,0,B0081PTLGU,Color: Stainless Steel | Style: Blender,
04/28/2023,United States,4,Brandon,Met expectations,I have only used this to make smoothies. But it blends well and is super easy to clean out.,,,TRUE,https://www.amazon.com/gp/customer-reviews/R9ZLALUAZWVE6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,0,B0081PTLGU,Color: Stainless Steel | Style: Blender,
04/28/2023,United States,2,Brandon Eddy,Disappointed,Got this blender because I didn’t want to spend $100 on nicer one. Big mistake. This blender isn’t very powerful and doesn’t even break up ice well. Wish I could get my money back.,,,TRUE,https://www.amazon.com/gp/customer-reviews/R36NE4INJMVN8/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,0,B0081PTLGU,Color: Stainless Steel | Style: Blender,
04/27/2023,United States,5,Alex Rivas Rodriguez,Great Blender for the cost!,"I got this blender for my in-law suite, and using it has been great. The blender gets the job done and has so many functions. I haven't had any issues with it and use it practically daily. Definitely worth it!",,,TRUE,https://www.amazon.com/gp/customer-reviews/R3C522G4MAM1/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,1,B0081PTLGU,Color: Stainless Steel | Style: Blender,
04/27/2023,United States,5,The Real Sugah Pie,Blender to love,I love everything about this blender!!! ❤️ You will be happy you made the purchase,,,TRUE,https://www.amazon.com/gp/customer-reviews/R1DPVTGXEE7BXL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,0,B0081PTLGU,Color: Stainless Steel | Style: Blender,
04/26/2023,United States,1,nicole bonnivier,Doesn’t blend at all!,"First and second try on this blender lightly packed, frozen fruit, spinach water no ice would not blend at all. Had to run with machine open smashing down food into the blade. What a pointless machine they had one job.",,,TRUE,https://www.amazon.com/gp/customer-reviews/R1BD6FNTIK98ZT/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,0,B0081PTLGU,Color: Stainless Steel | Style: Blender,
04/25/2023,United States,5,roberta j. walters,Happt,Good for ice,,,TRUE,https://www.amazon.com/gp/customer-reviews/R1WKEE46MW36TE/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,0,B0081PTLGU,Color: Stainless Steel | Style: Blender,
04/24/2023,United States,1,Amazon Customer,Damage,Damage on arrival,https://m.media-amazon.com/images/I/717knvXw3bL._SY1600.jpg,,TRUE,https://www.amazon.com/gp/customer-reviews/R1IN8W5KR7DTWZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,0,B0081PTLGU,Color: Stainless Steel | Style: Blender,
04/23/2023,United States,4,Serena,If you like lid wrestling.,"I had to replace by very old blender and I wanted a nice one. It really is nice until you try to use it.As a senior citizen, I can barely, with lots of effort, get the lid off the top. For that reason, the potential pleasure of using it, is diminished. The amount of effort is not worth having it. I would not buy it again just for that reason. Otherwise I would be lovin' it!The design of the lid is also a problem. I like to make frozen drinks and smoothies. But the 2 spouts on the top are near useless. The actual openings is too far from the edge so what you are pouring makes a mess because how far it has to go to get out of the blender and into the glass you want to put into. So I have to take the top off to pour directly from the blender.I will just deal with it. Too much trouble to return.",,,TRUE,https://www.amazon.com/gp/customer-reviews/R30HL2MRAKIHJK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,1,B0081PTLGU,Color: Stainless Steel | Style: Blender,
04/23/2023,United States,3,janet boutelle,Works ok,I wanted this to make smoothies. I feel like there is a lot of stopping stirring and starting needed. I had hoped for better,,,TRUE,https://www.amazon.com/gp/customer-reviews/R1UNA02SXGLCE9/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,0,B0081PTLGU,Color: Stainless Steel | Style: Blender,
04/23/2023,United States,1,Greg,DOES NOT LIQUIFY,Extremely weak to say the least. Doesn’t come close to liquifying a lemon or anything aside from very soft fruit and even then leaves pulp. DONT WASTE YOUR $39,,,TRUE,https://www.amazon.com/gp/customer-reviews/R7GD5JQZLJZX1/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,0,B0081PTLGU,Color: Stainless Steel | Style: Blender,
04/23/2023,United States,3,Gerard T. Lee,"It's a good blender, but ...",I purchased this unit mainly to mix my diet food. One of the things in my diet is a soft serve so the recipe calls for ice and water. This blender does a pretty poor job of chopping up ice; at least at the quantities called for by the recipe. I should try using more ice and making larger quantities but for now it's a good blender but a middling chopper of ice.,,,TRUE,https://www.amazon.com/gp/customer-reviews/R2CF77IVL0KPWR/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,0,B0081PTLGU,Color: Stainless Steel | Style: Blender,
04/23/2023,United States,3,MessyHairOpenAir,Hold cover on.,It’s works good but it’s not heavy duty. We’ve had it for a couple weeks. It smelled over worked “smoky smell” after a couple uses. Haven’t smelt it for about a week now & we use it daily. We only use it for fruit smoothies. The price was reasonable. We’re still okay with it. We have to hold the cover on or it comes off.,,,TRUE,https://www.amazon.com/gp/customer-reviews/RHEFBS5P8G56R/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,0,B0081PTLGU,Color: Stainless Steel | Style: Blender,
04/22/2023,United States,3,darryl,i loved this blender for just over two months until the plug melted,"this blender did crush ice well and allowed me to make perfect amount for two smoothies each time but plug melted 65 days after i received it so despite all of the things i loved about it, it's hard to recommend.",,,TRUE,https://www.amazon.com/gp/customer-reviews/R177BMQQ4ZC3QU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,0,B0081PTLGU,Color: Stainless Steel | Style: Blender,
04/22/2023,United States,5,Mrs. Book Nerd,Love! Buying another one!,"It has glass and actually works on ice.I use it 1-3x/day and it’s great at everything from making oatmeal flour to smoothing with frozen strawberries.The lid is hard to get off BUT I’d not put it on all the way. I use it like a cover and hold it down with my hand.It’s very easy to clean, I don’t even use soap.My old Hamilton blend’s glass beaker fits perfectly- so now I have a spare!CON:1) The old one used to stop swirling for a second so everything could fall back down to the blades. I can mimic that by holding the pulses halfway down and then releasing the buttons- so it pulses full time, stops when I release button, then resumes full time when I press it down again halfway.But I can’t do that on any of the other buttons like mix or smoothie.3) salsa is a lie! It makes veggie slush in a disgusting pool of water. It doesn’t chop at all. In fact all the buttons are a slow to fast full blend.",,,TRUE,https://www.amazon.com/gp/customer-reviews/R1P3A4IG525XG3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,2,B0081PTLGU,Color: Stainless Steel | Style: Blender,
04/21/2023,United States,1,Vic,Blender doesn’t work by itself,"I got this blender because of the good reviews, but I am extremely disappointed.Yesterday I got to use this blender for the first time. I was getting the food ready for my baby’s 1st birthday. I tried to mix berries, and I had to stop it frequently and mix with a spoon to “help” the blender to crush the fruits (they were not frozen and still was struggling!!!). Then I tried to blend oats so I could make oat flour, and OMG, I had to stop thousand times and still didn’t get the oats 100% blended. I had to do little by little to be able to get some flour. The only thing that was mixed “better” but incredibly took longer than the other cheaper blenders I’ve had was the eggs with oil and milk. Can you imagine? Struggling this much with a blender. I was so tired with all the preparation and still had to deal with something that should help me, not complicate my life… very very disappointed.",,,TRUE,https://www.amazon.com/gp/customer-reviews/RNRIW5G40QWC7/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,1,B0081PTLGU,Color: Stainless Steel | Style: Blender,
04/21/2023,United States,1,The blender literally stopped working and i haven’t even had it that long!!! Waste of money,Doesn’t work anymore,"The media could not be loaded.
  
  
  
  
  
  
  
  
 

 

 

 

 

 

 

 

  
  
   Literally stoped working out of no where",,,TRUE,https://www.amazon.com/gp/customer-reviews/R2ZL0GYEPD58S6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,0,B0081PTLGU,Color: Stainless Steel | Style: Blender,
04/20/2023,United States,5,Lanin D. Thomasma (lanindt@juno.com),It's quieter and makes the finest frappes ever!,"I bought this blender basically on the power of the reviews, which touted its ability to grind ice. I own a small expresso shop, and have had the same blender for nearly 12 years. My old blender began chewing through coupler teeth over the past year, so I looked for a newer model.This Hamilton Beach blender has a wide base into which the pitcher fits snugly, thus reducing the chance of stripping the couplers.It makes frappes which are beautifully smooth and tasty. And IT IS HELLA QUIET! The glass pitcher makes it much quieter than my previous plastic blender.Just a note: I tried to order a second pitcher at the same time, but this model is too new for Amazon to have them. There are several Amazon dealers who claim that their parts fit this model, but they do NOT. Do not believe them. I had to order the parts assembly directly from Hamilton Beach.",,,TRUE,https://www.amazon.com/gp/customer-reviews/RATY6Z3EM82AX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,0,B0081PTLGU,Color: Stainless Steel | Style: Blender,
04/20/2023,United States,5,maria,Great,Love it,,,TRUE,https://www.amazon.com/gp/customer-reviews/R1DYP4LGMO51OZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,0,B0086DY572,Color: Black | Style: Blender,
04/19/2023,United States,5,AvatarBender,Handy,I had been without a blender for awhile and this blender fulfills my needs with so many different recipes.,,,TRUE,https://www.amazon.com/gp/customer-reviews/R1DCDAIFVED9WR/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,0,B0081PTLGU,Color: Stainless Steel | Style: Blender,
04/19/2023,United States,3,Todric,Beware of the lid,"It’s an okay Blender, but you have any difficulty with your hands (like arthritis or neuropathy) you will struggle with getting the lid off. Glad it fits securely, but rarely put it on as it should be because it’s nearly impossible to remove!",,,TRUE,https://www.amazon.com/gp/customer-reviews/R2FGHSSL53DB44/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,0,B0081PTLGU,Color: Stainless Steel | Style: Blender,
04/18/2023,United States,4,Colleen Flynn,Wonky lid,"I purchased. Assembled it. Lid WOULD NOT stay put even though photos of it clearly showed it tight. Kept rising up and would not stay closed, so I repackaged and returned it. Ordered again and same thing. Lid will not stay down. Kept this one with hopes that it will get better with use. Who knows? Seems to work fine.",,,TRUE,https://www.amazon.com/gp/customer-reviews/R1CKN0XXOCGMR8/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,2,B0086DY572,Color: Black | Style: Blender,
04/18/2023,United States,1,Nicholas,I think it was used…,The product came and has a bunch of scratches on it. Was this thing previously used? The packaging didn’t seem like it was the original packaging.,,,TRUE,https://www.amazon.com/gp/customer-reviews/R1KCX78JRHAABZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,0,B0081PTLGU,Color: Stainless Steel | Style: Blender,
04/16/2023,United States,1,Suzanne sege,This blender does not blend anything,Beyond disappointed. None of the features do a thing.,,,TRUE,https://www.amazon.com/gp/customer-reviews/R35EBQ9XHZE9UG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,0,B0081PTLGU,Color: Stainless Steel | Style: Blender,
04/14/2023,United States,1,anthony,power very weak,This is the worst product I've ever purchased on Amazon. I'm not sure if it's even working properly because it never seems to puree/liquify foods effectively. Wish I could return the item,,,TRUE,https://www.amazon.com/gp/customer-reviews/R1ULJZKIR9B1P8/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,0,B0081PTLGU,Color: Stainless Steel | Style: Blender,
04/13/2023,United States,3,Cat Whisperer,Disappointing,Replaced a blender I have used for years. Works OK but It is a cheap plastic device that will need to be replaced in a few years.,,,TRUE,https://www.amazon.com/gp/customer-reviews/R151VJVULJHNFN/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,1,B0081PTLGU,Color: Stainless Steel | Style: Blender,
04/13/2023,United States,5,Sunques,Works Efficiently and Fast,"The best brand of Citrulline I've had so far, and I've had plenty of brands. The blood flow, warmth, and pump is noticeable. Also works in the bedroom!",,,TRUE,https://www.amazon.com/gp/customer-reviews/R3UCVOCZ70FQS2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,0,B0081PTLGU,Color: Stainless Steel | Style: Blender,
04/12/2023,United States,5,Rebecca,Works great,Bought this to start making my own juices and smoothies trying to lead a healthier life style. This product was easy to assemble and use. Works amazing super happy with it already made my juice for the morning and made a smoothie. Easy to clean and store!!,,,TRUE,https://www.amazon.com/gp/customer-reviews/R32ZLC7UVGNGXB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,0,B0081PTLGU,Color: Stainless Steel | Style: Blender,
04/11/2023,United States,4,Joy Ferrell,"excellent, except one flaw",The power is outstanding. The only complaint I have is that my lid doesn't fit snuggly. It just pops right back up unless I hold it tightly in place.,,,TRUE,https://www.amazon.com/gp/customer-reviews/REVGA63G7V7B0/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,1,B0081PTLGU,Color: Stainless Steel | Style: Blender,
04/11/2023,United States,5,Amazon Customer,"Glass jar, perfect size, grinds smooth","Pros:Glass jar.Blends better than Ninja. All chutneys come out nice, not grainy like NinjaNot bulky. I dont need to have large quantities to grind like Ninja.Does watan or gravy for curries in perfect consistency without needing lot of waterCons:None so far",,,TRUE,https://www.amazon.com/gp/customer-reviews/R2CEHOAMG1HYJX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,0,B0086DY572,Color: Black | Style: Blender,
04/11/2023,United States,5,Patricia johnson,WORK VERY WELL,Nothing,,,TRUE,https://www.amazon.com/gp/customer-reviews/R1V0NTO1WMM7E1/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,0,B0081PTLGU,Color: Stainless Steel | Style: Blender,
04/10/2023,United States,1,V. Garza,Leaves huge chunks,"I’m sorry I didn’t use it right away so I could have returned it, this just doesn’t blend. I’ve tried it 4 times and it does have enough liquid but it leaves everything in chunks. I tried a tomatillo salsa, a chutney, a regular salsa and a blended soup. I’ve tried all settings. Just bizarre to me that it leaves everything practically how I put it in. I have a vita mix thank goodness but I bought this bc it was lighter and smaller. Oh well",,,TRUE,https://www.amazon.com/gp/customer-reviews/R37P0Z7AJOLHPK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,0,B0086DY572,Color: Black | Style: Blender,
04/07/2023,United States,2,chris,Dis functional,"It’s a cheap dis functional product, do not buy. Spending a little more for a better product is worth it. I just got it and used it 3 times. every single time I used it, as soon as I pulled the blender out of the unit to pour a drink, the bottom of the blender fell off and poured out the entire drink all over the place. I’ve spent most of my day cleaning up a huge mess multiple times and now have to call carpet cleaners to come clean my carpet.",,,TRUE,https://www.amazon.com/gp/customer-reviews/R8FSNNRZYAWQJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,0,B0081PTLGU,Color: Stainless Steel | Style: Blender,
04/07/2023,United States,5,delio,Buen produrto,Lo mande para cuba muy bueno gracia,,,TRUE,https://www.amazon.com/gp/customer-reviews/R3HBQUDKZOEOFX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,0,B0081PTLGU,Color: Stainless Steel | Style: Blender,
04/05/2023,United States,2,Ro P.,Purchase another brand/blender,DO NOT PURCHASE. We've owned this blender for almost a month and it has brought lots of frustration. This blender does not perform as described. It's terrible with ice and just as bad with frozen fruit. It takes about 10 minutes to make a smoothie with frozen fruit. It's not good for making milkshakes either. Semi-soft ice cream blends easily in most blenders - NOT this one. Spend a little extra to get a blender that's worth it!,,,TRUE,https://www.amazon.com/gp/customer-reviews/R2QVQQ9E08XQRR/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,1,B0081PTLGU,Color: Stainless Steel | Style: Blender,
04/05/2023,United States,1,Colin L.,Doesn't crush ice at all.,Doesn't do what it advertises. Even on the max speed it did not crush the ice like it claims. Waste of money.,,,TRUE,https://www.amazon.com/gp/customer-reviews/RJMM97SW1O2KO/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,1,B0081PTLGU,Color: Stainless Steel | Style: Blender,
04/05/2023,United States,1,Oscar Meow,Terrible!,"This blender pushes everything to the side and always leaves chunks of ice, fruit or whatever else you are blending. And it's loud. I am throwing this away and getting a ninja.",,,TRUE,https://www.amazon.com/gp/customer-reviews/R1ZE7P1TB0LI5D/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,1,B0081PTLGU,Color: Stainless Steel | Style: Blender,
04/04/2023,United States,5,Srahm,Very sturdy,Very good quality material. Powerful. Easy to clean.,,,TRUE,https://www.amazon.com/gp/customer-reviews/R16ESCTKS3LOYU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,0,B0081PTLGU,Color: Stainless Steel | Style: Blender,
04/04/2023,United States,5,Shamoya,Powerful,This blender is so powerful in no time it wips the fruits into pieces.,,,FALSE,https://www.amazon.com/gp/customer-reviews/R3EW0TJ20R1W0I/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,0,B0081PTLGU,Color: Stainless Steel | Style: Blender,
04/04/2023,United States,5,Kimberly Ann Craige,Wonderfully blends!,"This blender is simple to use and clean. I use it for making soups and smoothies almost daily. This is the type of sturdy kitchen equipment that I expect to last a long time, even with heavy use. It blends veggies, ice, and fruits quickly and evenly. I like its simplicity because I really just wanted a regular blender with extra attachments — this is it!",,,TRUE,https://www.amazon.com/gp/customer-reviews/R3UXDIYL3BJU2L/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,0,B0086DY572,Color: Black | Style: Blender,
04/04/2023,United States,2,Lina Melendez,Blender that doesn’t blend,Worst blender ever purchased. Will not blend anything for the life of it. Tried making smoothies and always leaves large pieces of fruit. How about trying to purée a cooked/soft and cut up squash for a soup? - also not happening. Gives off a smell like it is smoking when being used . Purchased it a while ago and have only used it three times because it is always a disappointment. I will use my Nutribulket in small batches to get the job done. Complete waste of money.,,,TRUE,https://www.amazon.com/gp/customer-reviews/R2O1KBE5HILH9Z/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,0,B0081PTLGU,Color: Stainless Steel | Style: Blender,
04/03/2023,United States,1,Manthan,Not as good as described,Not so good,,,TRUE,https://www.amazon.com/gp/customer-reviews/R24AP4RN65B1I0/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,0,B0086DY572,Color: Black | Style: Blender,
04/03/2023,United States,1,Mimi h,Wont crush ice,"The description said it crushed ice, it doesn’t. I returned it.",,,TRUE,https://www.amazon.com/gp/customer-reviews/RYDCK847P4VBZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,0,B0081PTLGU,Color: Stainless Steel | Style: Blender,
04/03/2023,United States,1,Chris S.,Too many problems,This blender will force liquid out the top pouring lip when you are blending and it is full. It makes a mess. Also the top pouring lip is set back away from the edge which makes a mess when you go to pour anything. It’s difficult to put the top on. Most of the “stainless steel” appearance is made from stickers. It’s hard to clean the top because of the pour spout and vent which both leak and collect fluid. I could not recommend this blender.,,,FALSE,https://www.amazon.com/gp/customer-reviews/R2KYW7CKLB8WJA/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,0,B0081PTLGU,Color: Stainless Steel | Style: Blender,
04/03/2023,United States,5,Base,This is the one to get!,I've had all the bullet/ningas and they never last. This thing has a huge capacity and power to crush all!,,,TRUE,https://www.amazon.com/gp/customer-reviews/R15Q842HLK3O46/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,0,B0081PTLGU,Color: Stainless Steel | Style: Blender,
04/02/2023,United States,5,Aja,Gets the job done well,Reasonably priced. Works great.,,,TRUE,https://www.amazon.com/gp/customer-reviews/RT3X59AU50W87/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,0,B0081PTLGU,Color: Stainless Steel | Style: Blender,
03/31/2023,United States,1,Amazon Customer,Horrible don’t buy it,"Didn’t blend as it needed to be, box came broken.",https://m.media-amazon.com/images/I/719q-FRlvzL._SY1600.jpg,,TRUE,https://www.amazon.com/gp/customer-reviews/R3DUK5NUDKW54N/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,0,B0081PTLGU,Color: Stainless Steel | Style: Blender,
