Date,Country/Location,Rating,Author,Title,Body,Image links,Image Video Links,Verified Purchase,URL,Helpful count,Variation information,Styles
04/17/2023,United States,5,Alex vieyra,As described,Bought it for a travel stroller a it’s lightweight.,,,TRUE,https://www.amazon.com/gp/customer-reviews/RPCL98RQJ3EF9/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B017ERMTUK,1,B019DHBCXE,Color: Slate Grey (Wheel Color May Vary)
04/17/2023,United States,4,Tania,Good for granny’s house,"Box came missing 1 washer and the pins to attach wheels. I ended up buying them at the hardware store and now it works. Wheels are hard plastic instead of rubber, but it’s probably okay for occasional use when granddaughter is visiting.Star removed for missing hardware and plastic wheels.",,,TRUE,https://www.amazon.com/gp/customer-reviews/R3K4Y7CVI3RLBF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B017ERMTUK,1,B019DHBCXE,Color: Slate Grey (Wheel Color May Vary)
04/15/2023,United States,1,Victory,Wheels never stay on & break instantly,Wheels never stay on & break instantly.I returned first stroller for same wheel issue that almost caused serious damage & this stroller is dangerous they should be out of business!!! I returned the stroller and got a new one which does the same issue! The wheels never click into place no matter how hard you push abs they just fly off anytime anywhere. Returning this garbage asap,"https://m.media-amazon.com/images/I/714+n6GO7tL._SY1600.jpg, https://m.media-amazon.com/images/I/71burNcqzoL._SY1600.jpg, https://m.media-amazon.com/images/I/81IguuTo28L._SY1600.jpg",,TRUE,https://www.amazon.com/gp/customer-reviews/R6AI9A2QCKJTE/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B017ERMTUK,1,B019DHBCXE,Color: Slate Grey (Wheel Color May Vary)
04/13/2023,United States,4,KT,Great travel stroller!,"Love how light this product is. It was easy to put together and has great steering. My 1 y/o fits in very comfortably with room to spare. I enjoy the features like the recline, the toddler tray, and storage basket below.Only thing I don’t love is that the latch to keep the stroller folded is pretty pointless. It unlatches very easily so this will not keep it closed when travel on a plane. I will need to make a strap to keep it closed.",,,TRUE,https://www.amazon.com/gp/customer-reviews/R3H850F5NWYE7L/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B017ERMTUK,4,B019DHBCXE,Color: Slate Grey (Wheel Color May Vary)
04/12/2023,United States,1,CARLOS JOSE DE MATOS JUNIOR,Arrive broken,look at the difference on one side. one side completely broken. the item looks used I do not recommend,"https://m.media-amazon.com/images/I/713stt0JnLL._SY1600.jpg, https://m.media-amazon.com/images/I/71VZU26jHzL._SY1600.jpg",,TRUE,https://www.amazon.com/gp/customer-reviews/R2KNB0EOU3X6R3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B017ERMTUK,0,B017ERMTUK,Color: Fire Red (Wheel Color May Vary)
04/11/2023,United States,1,GP,Terribly cheap,Cannot adjust angle on back support so baby cannot sit up straight. One skinny strap across the front between babys legsBaby hate stroller!!!Would not recommend!!!,,,TRUE,https://www.amazon.com/gp/customer-reviews/RMV0311SWWO7N/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B017ERMTUK,0,B017ERMTUK,Color: Fire Red (Wheel Color May Vary)
04/08/2023,United States,2,Pebbz,Disappointing,Bulit the shroller and went to adjust the harness and it ripped so easily when I adjusted the strap on right side of harness. Was hoping to be able to use it this weekend for my baby. Very dissapointing.,"https://m.media-amazon.com/images/I/615vqHBlsdL._SY1600.jpg, https://m.media-amazon.com/images/I/61HDvz-JXmL._SY1600.jpg, https://m.media-amazon.com/images/I/61SvGzjQftL._SY1600.jpg",,TRUE,https://www.amazon.com/gp/customer-reviews/R15TVJIMTXKQS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B017ERMTUK,2,B017ERMTUK,Color: Fire Red (Wheel Color May Vary)
04/08/2023,United States,4,Swaroop,Rugged and long lasting,"Bought this for kid 1 so we could easily travel internationally. This is easy to gate check at airplane entry. Fast forward 7 years now we use it for kid2 for walks and parks. Over these years we have folded into car trunks and unfolded hundreds of times. It has been strolled on side walks, beaches, trails. Still looks new. None of the joints have came loose and cosmetically the finish looks pretty new. Great value.",,,FALSE,https://www.amazon.com/gp/customer-reviews/RQWLVT5HDU4B0/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B017ERMTUK,0,B017ERMTUK,Color: Fire Red (Wheel Color May Vary)
04/07/2023,United States,3,Cynthia Mercer,Not worth price!,"Too much assembly required. Directions not clear. Parent tray only fits sideways, so not useful. Cheap quality.",,,TRUE,https://www.amazon.com/gp/customer-reviews/R18B0X1SL8DXZL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B017ERMTUK,0,B019DHBCXE,Color: Slate Grey (Wheel Color May Vary)
03/30/2023,United States,5,southerngal,Well-made and easy to assemble w clear instructions,"Very well-packed w clear instructions for assembly. I’m a grandmother and did it myself in 20 minutes. Has sizable storage area plus is sturdy, yet lightweight to lift if needed. Kid tray for drink cup, etc. and 2 parent cup holders. Mesh see-through area for the stroller canopy, too.","https://m.media-amazon.com/images/I/7196xUQT06L._SY1600.jpg, https://m.media-amazon.com/images/I/719jFFqECKL._SY1600.jpg, https://m.media-amazon.com/images/I/719jlL6Rp3L._SY1600.jpg",,TRUE,https://www.amazon.com/gp/customer-reviews/R2WAJD3606FD55/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B017ERMTUK,5,B017ERMTUK,Color: Fire Red (Wheel Color May Vary)
03/30/2023,United States,5,Megan Arnold,Great for the price,We bought this for a trip since our normal stroller is so big. This was easy to put together but my biggest issue is that when it’s folded up the basket under the seat drags on the ground and the wheels block each other from rolling. Which was kinda the point of getting a compact stroller. But honestly it’s $70 and I’m not upset if it gets damage.,,,TRUE,https://www.amazon.com/gp/customer-reviews/R2U9FR94HSCRWG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B017ERMTUK,1,B017ERMTUK,Color: Fire Red (Wheel Color May Vary)
03/27/2023,United States,5,Heather,This stroller has it all!,I needed a stroller with extra storage space but also light weight enough to carry on and off buses at the amusement parks. Instructions were simple to read and assembled in minutes. Very light weight and easy to fold with one hand. Also love that extra storage space at the bottom.,,,TRUE,https://www.amazon.com/gp/customer-reviews/R3MQS3IWVUQHSZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B017ERMTUK,5,B019DHBCXE,Color: Slate Grey (Wheel Color May Vary)
03/27/2023,United States,2,Frances H.,Definitely not that great,"Liked that is pretty Light weight, hate that cup holder is so small and seat won’t stay up, not place to rest babies feet, stroller is not what I thought it would be, I wouldn’t recommend this stroller to anyone.",,,TRUE,https://www.amazon.com/gp/customer-reviews/R1BGPRW8Y5IKTK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B017ERMTUK,0,B019DHBCXE,Color: Slate Grey (Wheel Color May Vary)
03/26/2023,United States,1,Janieka Johnson,Very difficult to put together doesn’t come partly assembled either,Very difficult to put together,,,TRUE,https://www.amazon.com/gp/customer-reviews/R1FIF4837OO3GV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B017ERMTUK,0,B017ERMTUK,Color: Fire Red (Wheel Color May Vary)
03/25/2023,United States,5,GeeGee,How sturdy it is,I love that it’s easy to clean and fold. I would recommend for anyone that need cup holders as well purchasing a few items from a store. Thank you! ❤️,,,TRUE,https://www.amazon.com/gp/customer-reviews/R2P1PVBI1B3PQ6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B017ERMTUK,0,B019DHBCXE,Color: Slate Grey (Wheel Color May Vary)
03/23/2023,United States,2,Christianne,Red stroller,Smaller then I thought it would be,,,TRUE,https://www.amazon.com/gp/customer-reviews/RW1O4NJT9H0Q4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B017ERMTUK,0,B017ERMTUK,Color: Fire Red (Wheel Color May Vary)
03/23/2023,United States,1,Mia,Not great,This stroller is a hassle. It does not turn properly. It also gets stuck at times when folding.,,,TRUE,https://www.amazon.com/gp/customer-reviews/R1VR7MYH9LJSIZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B017ERMTUK,0,B019DHBCXE,Color: Slate Grey (Wheel Color May Vary)
03/21/2023,United States,5,Amazon Customer,Easy to fold and lightweight,"As a grandmother, I didn’t need a heavy duty stroller. This one is perfect to pack for running errands or taking leisurely strolls. The only downfall is there’s no middle bar between the child’s legs, so it’s easy for a small child to slip out if not fully strapped in.",,,TRUE,https://www.amazon.com/gp/customer-reviews/R3S8J4G1SMR9PL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B017ERMTUK,3,B019DHBCXE,Color: Slate Grey (Wheel Color May Vary)
03/20/2023,United States,5,Magdaline Tate,Safety,Like the size bought for my grandbaby,,,TRUE,https://www.amazon.com/gp/customer-reviews/R3GQ7R6HO35FSY/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B017ERMTUK,0,B019DHBCXE,Color: Slate Grey (Wheel Color May Vary)
03/20/2023,United States,3,MD JAHIDUL ISLAM,Look like pretty. Too much light. But it's not a heavy strong product,Look like pretty. Too much light. But it's not a heavy strong product,"https://m.media-amazon.com/images/I/71q3BlIUD7L._SY1600.jpg, https://m.media-amazon.com/images/I/8108MeFcZYL._SY1600.jpg",,TRUE,https://www.amazon.com/gp/customer-reviews/R1W84JN4H0ADIA/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B017ERMTUK,1,B017ERMTUK,Color: Fire Red (Wheel Color May Vary)
03/19/2023,United States,3,Emily,Light weight and portable,"Great for on the go. I have a Graco stroller which is super heavy, but maneuvers much easier. This one sometimes seems to want to steer a different direction (may be just due to it being so light weight). I also feel like if at a park or somewhere outdoors, it’s not as smooth of a ride. You can definitely feel rolling over pebbles or sticks a lot. Also we do not find it to be a “one-handed folding” stroller. It’s kind of a pain to unfold. The cup holders at the top for parents are also really small—it will fit a water bottle but not my travel coffee mug—and the tray barely fits my phone. Overall, decent value for the price and again, it accomplishes the job of being a portable stroller for quick trips to the grocery store or mall. The baby seems comfortable, too.",,,TRUE,https://www.amazon.com/gp/customer-reviews/RO6KMWEMPRUT4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B017ERMTUK,1,B019DHBCXE,Color: Slate Grey (Wheel Color May Vary)
03/18/2023,United States,3,Lauren Jackson,Not my favorite,"I wish u would have chose a different stroller! The string points on this one are… the tray for baby, the cup holders for parents, large basket underneath, and it’s very light weight! The bad outweighs the good for me though! It’s very cheap and flimsy, the cup holder for my son is small and won’t fit his cup, cheap straps, and no support when sitting! It’s literally one step above a 20 dollar umbrella stroller! Save yourself and choose wiser than I did!",,,TRUE,https://www.amazon.com/gp/customer-reviews/R38YGN7P8XR9YP/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B017ERMTUK,0,B019DHBCXE,Color: Slate Grey (Wheel Color May Vary)
03/18/2023,United States,3,Susan Brown,Very limited appeal,"Bought this for the grandkid’s visit. It was just ok. You get what you pay for, but this was so hard to maneuver that I might have been better off with a $25 umbrella stroller.",,,TRUE,https://www.amazon.com/gp/customer-reviews/R2I1AHLQG53L4C/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B017ERMTUK,0,B019DHBCXE,Color: Slate Grey (Wheel Color May Vary)
03/16/2023,United States,3,Mariana Leon,Straps not adjustable…,"For some reason, my husband and I could not figure out how to loosen the straps so our daughter was more comfortable. We ended up just getting a new stroller. But I liked that it had a cup holder and table for her and a cup holder for me.",,,TRUE,https://www.amazon.com/gp/customer-reviews/R31NXOPQE5OD1V/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B017ERMTUK,1,B019DHBCXE,Color: Slate Grey (Wheel Color May Vary)
03/15/2023,United States,5,edlira,This stroller is everything,"Someone took it when I left it in front of our house. I used this so much, everyday, its so light and easy to use, its perfect. My toddler would sleep in it, it does not recline much but enough that she would get one or two hours of sleep. The only thing is, I hated the color, dont get the red, did not fade or anything but I should have gotten the grey, goes better with everything.",,,TRUE,https://www.amazon.com/gp/customer-reviews/R1QG85IYEHTQQT/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B017ERMTUK,4,B017ERMTUK,Color: Fire Red (Wheel Color May Vary)
03/13/2023,United States,4,s*mac123,Feels cheap,"It is a nice enough stroller, but the price point is too high for what you get.Pros:Folds up compactlyLightweightCons:Hard to maneuverFeels cheaply madeCup holders won’t hold anything larger than a standard 16 oz water bottleI sold this one and went with another brand. But if compact and lightweight are your two top concerns this might work for you.",,,TRUE,https://www.amazon.com/gp/customer-reviews/R1S8H7O9QM2J1R/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B017ERMTUK,10,B017ERMTUK,Color: Fire Red (Wheel Color May Vary)
03/11/2023,United States,5,brenda powell,Perfect,Easy to use!,,,TRUE,https://www.amazon.com/gp/customer-reviews/RZK7SPNGDMVMB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B017ERMTUK,1,B019DHBCXE,Color: Slate Grey (Wheel Color May Vary)
03/10/2023,United States,5,B,Perfect!,"Perfect size and weight for our upcoming trip, our son already loves it! He says its real comfy! Great storage underneath!",,,TRUE,https://www.amazon.com/gp/customer-reviews/REPP2PQ2JA4EG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B017ERMTUK,1,B017ERMTUK,Color: Fire Red (Wheel Color May Vary)
03/08/2023,United States,5,Kylie V,Simple and small,You definitely get what you pay for. Good quality. I’d say I wish the cup holders were slightly bigger and I wish the storage part underneath was bigger as well but it’s a small stroller and works well for us.,,,TRUE,https://www.amazon.com/gp/customer-reviews/ROOVKA2IKVX54/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B017ERMTUK,1,B019DHBCXE,Color: Slate Grey (Wheel Color May Vary)
03/07/2023,United States,5,Elaine S. MacK,Easy Peasy,This is the best stroller. Extremely lightweight and easy to close. My 2 year old grand loves it. The only thing that would have made it better would have been an option for an extended handle.,,,TRUE,https://www.amazon.com/gp/customer-reviews/R15CXNHGH6QVP5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B017ERMTUK,1,B019DHBCXE,Color: Slate Grey (Wheel Color May Vary)
03/07/2023,United States,5,Key harris,Amazing,I love it perfect size for short women 410 of height💯✅,,,TRUE,https://www.amazon.com/gp/customer-reviews/R2GX2P1W0HICRW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B017ERMTUK,0,B019DHBCXE,Color: Slate Grey (Wheel Color May Vary)
03/04/2023,United States,5,Paul R.,Great customer support,My stroller stop folding after a few uses. I contacted the company and after exchanging emails they sent me a new one free of charge including shipping.,,,TRUE,https://www.amazon.com/gp/customer-reviews/R9QQQ4RHCJC6R/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B017ERMTUK,3,B019DHBCXE,Color: Slate Grey (Wheel Color May Vary)
03/01/2023,United States,5,Mel,Great buy!,"I bought this stroller to keep at my house for our grandson. It is lightweight, easy to fold, or unfold. It reclines but not flat and that is okay. Perfect for us to use and has cup holders for baby and the person pushing, ample storage below.",,,TRUE,https://www.amazon.com/gp/customer-reviews/R2I7JKDLBGY5TS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B017ERMTUK,2,B019DHBCXE,Color: Slate Grey (Wheel Color May Vary)
03/01/2023,United States,1,RRice,Wheel broke the first time I used it and my child almost got hurt.,"Very disappointed in this item. I ordered it for affordability and light weight. Put it together (easy assembly) and the first time I used it got caught in the rain with a broken wheel. The wheel popped off while I was crossing the street and I had to basically carry the stroller and my toddler the remaining five blocks I was walking. I eventually retraced my steps and found the piece that had popped off and reassembled it once more but the same thing happened a week later when I was walking to work, this time the piece was not found and I had to use paper clips to hold both wheels on. Very disappointed in how dangerous and rickety the stroller is and since I do not have the packaging, can't send it back. I would like to request a refund.",,,TRUE,https://www.amazon.com/gp/customer-reviews/R25T466Z5FBY6Z/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B017ERMTUK,0,B019DHBCXE,Color: Slate Grey (Wheel Color May Vary)
03/01/2023,United States,5,Sikira,Great condition,Perfect everything came with it and great condition,,,TRUE,https://www.amazon.com/gp/customer-reviews/R31IGSEAH2JQ9H/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B017ERMTUK,0,B019DHBCXE,Color: Slate Grey (Wheel Color May Vary)
02/27/2023,United States,5,Stephanie Mister,Stroller was really easy to assemble,"The media could not be loaded.
  
  
  
  
  
  
  
  
 

 

 

 

 

 

 

 

  
  
   Light weight easy to follow instructions. Perfect size for five month old.",,,TRUE,https://www.amazon.com/gp/customer-reviews/RSST7ZR62PB7F/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B017ERMTUK,6,B019DHBCXE,Color: Slate Grey (Wheel Color May Vary)
02/26/2023,United States,2,AMKo,NOT the best stroller for Disney World,"I purchased this stroller after reading tons of reviews and articles about the “best” stroller for Walt Disney World. It is lightweight and easy to collapse and it is definitely a good option if you’re only interested in those qualities. For your child’s comfort and overall park experience, this is NOT the stroller you want. My sister and I went together, she took her Vista and I took this. Big mistake! There is just no comparing the two. I totally got what I paid for and what I was looking for (ease of use around the park) but that is it. I would not take it to a park or event again. My son hated it and refused to stay in it. It is also very difficult to steer and maneuver. It’s getting donated, to sum up my experience.",,,TRUE,https://www.amazon.com/gp/customer-reviews/R2MAUE3EXGKH3J/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B017ERMTUK,1,B019DHBCXE,Color: Slate Grey (Wheel Color May Vary)
02/25/2023,United States,5,Amber,Great for traveling with a little one,Bought this stroller to take on vacation and was well worth the purchase. Going through the airport was also easy to manuver. It folds up so nicely. Would highly recommend for traveling!,,,TRUE,https://www.amazon.com/gp/customer-reviews/R3JT7SK0D8JKTA/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B017ERMTUK,1,B019DHBCXE,Color: Slate Grey (Wheel Color May Vary)
02/25/2023,United States,5,Joan Smith,Excellent,"This stroller is perfection!! Quality, durable, lightweight, fits in trunk easily. Very comfortable for baby. I purchased for my great grandson’s visit here in Florida. It was perfect for our day trips. They happily took it home to New York.",,,TRUE,https://www.amazon.com/gp/customer-reviews/R2P9Z0MFYW5ULX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B017ERMTUK,2,B017ERMTUK,Color: Fire Red (Wheel Color May Vary)
02/25/2023,United States,1,no name,Very difficult to fold and store.,Would not buy again. Shallow seat. What a pain this is to fold up! I literally hate this stroller. I wish I had used it more sooner so I could have returned. I kept thinking I would get the hang of it. Geese I hate this thing!!!! Did I mention I hate this stroller?,,,FALSE,https://www.amazon.com/gp/customer-reviews/R1HDXL9D35BKMR/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B017ERMTUK,0,B017ERMTUK,Color: Fire Red (Wheel Color May Vary)
02/24/2023,United States,4,Nicholas,Decent for the price!,"Nice for travel, lightweight and durable enough to withstand daily use.",,,FALSE,https://www.amazon.com/gp/customer-reviews/R32T0W0U4PE2ZH/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B017ERMTUK,0,B019DHBCXE,Color: Slate Grey (Wheel Color May Vary)
02/23/2023,United States,5,Amazon Customer,"Great, inexpensive travel stroller","We purchased for using at the airport- love how easy it was to assemble, and that it’s lightweight, has great maneuverability, and folds easily. Not really a one handed fold, but maybe I just didn’t practice enough! I’d recommend for traveling. Seems like great quality as well, especially at this price!",,,TRUE,https://www.amazon.com/gp/customer-reviews/R1JVX3AW9IZW1L/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B017ERMTUK,4,B019DHBCXE,Color: Slate Grey (Wheel Color May Vary)
02/22/2023,United States,4,Brianna,Wouldn’t recommend,To short for tall people to push,,,TRUE,https://www.amazon.com/gp/customer-reviews/R21U479HJJHUMY/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B017ERMTUK,4,B019DHBCXE,Color: Slate Grey (Wheel Color May Vary)
02/22/2023,United States,5,krista anderson,Serves it purpose,"Not easy to fold. Nice stroller,alittle pricey for quality.",,,TRUE,https://www.amazon.com/gp/customer-reviews/R572CBT0G9LDK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B017ERMTUK,0,B019DHBCXE,Color: Slate Grey (Wheel Color May Vary)
02/21/2023,United States,5,CMol,Light weight and worth the price,Light weight and perfect size for our trip and her car seat(gracosnuglite35) just so happens to fit as well. Definitely takes a few try’s to close it up. Overall we’re happy to have a lightweight stroller for our trip that didn’t break the bank to buy.,,,TRUE,https://www.amazon.com/gp/customer-reviews/R3L98XCQHFIFYY/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B017ERMTUK,1,B019DHBCXE,Color: Slate Grey (Wheel Color May Vary)
02/21/2023,United States,5,Milly,Un éxito para viajar,"Cómodo, liviano, fácil de cerrar. Nos ha encantado.",,,TRUE,https://www.amazon.com/gp/customer-reviews/R1NING76FZAOC6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B017ERMTUK,0,B017ERMTUK,Color: Fire Red (Wheel Color May Vary)
02/20/2023,United States,2,Ihtisham Thakur,Its suppose to be east assemble and just wheels fixing but it came damage,,"https://m.media-amazon.com/images/I/71gWtYm4ZGL._SY1600.jpg, https://m.media-amazon.com/images/I/71wbITdlrrL._SY1600.jpg",,TRUE,https://www.amazon.com/gp/customer-reviews/R227TDYW97GPS3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B017ERMTUK,0,B017ERMTUK,Color: Fire Red (Wheel Color May Vary)
02/19/2023,United States,4,Rick F,"Decent, but missing a part UPDATE","Update: Reached out to the company customer service and they sent me the replacement parts free and fast! It’s definitely a travel stroller quality, not for daily wear-and-tear, but we love it! Would buy again!Seems like a sturdy stroller upon assembly so far. Missing one pin for the wheel and the parent tray, so I’ve reached out to customer service for a replacement. Will update with experience.",,,TRUE,https://www.amazon.com/gp/customer-reviews/RR06RY4KU4IIA/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B017ERMTUK,3,B019DHBCXE,Color: Slate Grey (Wheel Color May Vary)
02/17/2023,United States,5,Carol,Sweet Stroller,"The folding is a bit misleading not quite as quick or easy... However, great stroller for quick errands, neighborhood walks or visits to parks, zoo or museums. Compact and easy to navigate without hogging all the space like some other strollers. Yes, I would purchase again!!!!",,,TRUE,https://www.amazon.com/gp/customer-reviews/R1FDLCBVF8AOCG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B017ERMTUK,1,B019DHBCXE,Color: Slate Grey (Wheel Color May Vary)
02/11/2023,United States,5,tania,Perfect for keeping in the house,I have a Nunavut and it's awesome and convenient but it's a pain at times putting the carseat or other attachments on. This is lightweight and easy to keep in the house for walks and keep inside the house. My 9 month old loves it such a great 2nd step stroller,,,TRUE,https://www.amazon.com/gp/customer-reviews/R1G0FGXU1XBIZG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B017ERMTUK,0,B019DHBCXE,Color: Slate Grey (Wheel Color May Vary)
